P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,381,559,158,114,32,63,14
2,0,570,357,114,67,62,84,67
3,0,489,416,114,156,63,40,42
4,0,503,411,127,87,65,91,37
5,0,345,520,161,126,52,85,31
