P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,386,838,199,51,6,49,1
2,0,335,673,241,124,25,86,45
3,0,254,777,257,105,33,82,22
4,0,244,743,250,159,26,94,13
5,0,281,804,189,100,13,123,19
