P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,692,307,123,94,42,63,0
2,0,649,323,108,52,57,132,0
3,0,579,298,148,131,82,82,0
4,0,597,332,139,71,84,98,0
5,0,566,329,151,109,78,87,0
