rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3335,7,7,6.98721170425415,0.8553159832954407,0.9536782503128052
2,3208,7,7,6.847012042999268,0.8352874517440796,0.9356878995895386
3,3225,3,7,6.779900550842285,0.8257001042366028,0.8805922269821167
4,3367,0,7,6.754321098327637,0.8220458626747131,0.9250853061676025
5,3475,8,7,6.607938766479492,0.8011341094970703,0.8285260796546936
6,3421,5,8,6.579244613647461,0.7970349192619324,0.778012752532959
7,3300,7,7,6.562747478485107,0.7946782112121582,0.8694993853569031
8,3250,0,7,6.546500205993652,0.7923571467399597,0.8767330050468445
9,3848,3,7,6.404960632324219,0.7721372246742249,0.8180462121963501
10,3410,7,7,6.343310356140137,0.7633300423622131,0.8088260889053345
11,4091,7,7,6.231218338012695,0.7473168969154358,0.7695589661598206
12,3100,0,7,6.225761890411377,0.7465373873710632,0.7827893495559692
13,3332,1,7,5.998138427734375,0.714019775390625,0.714695394039154
14,4357,7,7,5.970222473144531,0.7100318074226379,0.7027182579040527
15,3439,0,7,5.946072578430176,0.7065817713737488,0.6921086311340332
16,3448,7,7,5.845481872558594,0.6922116875648499,0.6670233011245728
17,3252,0,7,5.813230514526367,0.6876043677330017,0.682298481464386
18,3308,0,7,5.785771369934082,0.6836816072463989,0.6818932890892029
19,3901,7,7,5.769497871398926,0.6813568472862244,0.668220579624176
20,3117,5,7,5.699195384979248,0.6713136434555054,0.6390444040298462
