rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3421,5,8,7.506473541259766,0.9294962286949158,0.9376291036605835
2,3335,7,7,7.118524551391602,0.8740749359130859,0.9829831123352051
3,3367,0,7,7.062376022338867,0.8660537004470825,0.9976122379302979
4,3300,7,7,7.00257682800293,0.8575109839439392,0.9682537913322449
5,3208,7,7,6.951168060302734,0.8501668572425842,0.9679029583930969
6,3448,7,7,6.944507122039795,0.8492153286933899,0.9415903687477112
7,3410,7,7,6.931567192077637,0.8473667502403259,0.9476943612098694
8,3439,0,7,6.896446704864502,0.8423495292663574,0.9177255630493164
9,3721,8,8,6.8724212646484375,0.8389173150062561,0.8742395639419556
10,3475,8,8,6.866549968719482,0.8380785584449768,0.8764926195144653
11,4091,7,7,6.843705177307129,0.8348150253295898,0.9195210337638855
12,3100,0,7,6.824845790863037,0.8321208357810974,0.9415847063064575
13,3487,8,7,6.808552265167236,0.8297931551933289,0.8740209937095642
14,3250,0,7,6.797544002532959,0.828220546245575,0.9568017721176147
15,3198,7,7,6.614136219024658,0.802019476890564,0.86285400390625
16,3332,1,7,6.504906177520752,0.786415159702301,0.820842981338501
17,3901,7,7,6.418780326843262,0.7741114497184753,0.8209189772605896
18,3772,8,7,6.369514465332031,0.7670735120773315,0.7962967157363892
19,4180,0,7,6.28411865234375,0.7548741102218628,0.7743170261383057
20,3299,1,7,6.215408802032471,0.7450584173202515,0.8071926236152649
