P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,946,363,72,104,7,37,1
2,0,781,339,144,124,53,40,48
3,0,763,380,136,122,46,54,29
4,0,690,410,201,83,74,47,24
5,0,711,424,161,72,61,81,19
