P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,773,267,116,66,22,54,23
2,0,721,217,134,62,52,62,73
3,0,647,270,151,109,38,59,46
4,0,645,295,120,73,56,77,55
5,0,649,322,109,81,24,101,34
