rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4170,4485,4620,0.8594939112663269,0.9999998807907104,7.016458034515381,5,8,40
2,4165,4485,5102,0.8594939112663269,0.9999998807907104,7.016458034515381,5,8,40
3,1040,3777,4886,0.85872483253479,0.9999998807907104,7.011074542999268,5,8,40
4,837,3739,3777,0.85872483253479,0.9999998807907104,7.011074542999268,5,8,40
5,6056,3777,4238,0.85872483253479,0.9999998807907104,7.011074542999268,5,8,40
6,6058,3777,4260,0.85872483253479,0.9999998807907104,7.011074542999268,5,8,40
7,451,3477,3873,0.8500813245773315,0.9999998807907104,6.950570106506348,5,7,35
8,2373,3477,4202,0.8500813245773315,0.9999998807907104,6.950570106506348,5,7,35
9,372,3477,3862,0.8500813245773315,0.9999998807907104,6.950570106506348,5,7,35
10,3079,3794,4113,0.8224552869796753,0.9999998807907104,6.757187843322754,5,7,35
11,3077,3794,4699,0.8224552869796753,0.9999998807907104,6.757187843322754,5,7,35
12,3080,3794,4369,0.8224552869796753,0.9999998807907104,6.757187843322754,5,7,35
13,2894,4437,4521,0.789315402507782,0.9999998807907104,6.525208473205566,5,7,35
14,5221,4437,4530,0.789315402507782,0.9999998807907104,6.525208473205566,5,7,35
15,3029,4339,4437,0.789315402507782,0.9999998807907104,6.525208473205566,5,7,35
16,4863,4437,5141,0.789315402507782,0.9999998807907104,6.525208473205566,5,7,35
17,4861,4437,4819,0.789315402507782,0.9999998807907104,6.525208473205566,5,7,35
18,5218,4437,5169,0.789315402507782,0.9999998807907104,6.525208473205566,5,7,35
19,5219,4437,5171,0.789315402507782,0.9999998807907104,6.525208473205566,5,7,35
20,5216,4437,5170,0.789315402507782,0.9999998807907104,6.525208473205566,5,7,35
