P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,76,174,515,509,179,30,47
2,0,86,233,462,355,189,73,131
3,0,78,208,501,414,158,53,118
4,0,41,216,456,449,204,45,118
5,0,143,280,460,336,124,51,135
