P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,92,686,387,53,22,64,17
2,0,165,642,266,82,33,67,66
3,0,134,581,376,87,68,47,27
4,0,127,629,318,78,69,81,19
5,0,156,612,328,72,33,93,26
