P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,622,533,260,35,21,54,4
2,3,797,316,151,119,28,60,55
3,0,772,338,183,90,66,51,30
4,0,679,398,183,92,89,52,36
5,0,587,541,160,80,56,74,31
