label,beta,lambda_concentration,seed,pyvrp_cost,global_risk,global_cvar90,max_vehicle_risk,edge_burden_gini_used,top10_burden_share,routes,figure,customer_set,comparison,cost_increase,risk_reduction,edge_gini_reduction,route_overlap,note
cost_only_beta0,0.0,0.0,1,133997,6.665310901553312,0.1995866257386903,2.268355090986006,0.8728286766633717,0.8944110650786022,"[[0, 17, 13, 10, 37, 50, 38, 31, 9, 47, 21, 0], [0, 18, 32, 4, 29, 6, 19, 24, 40, 20, 44, 0], [0, 14, 42, 41, 1, 11, 45, 15, 3, 16, 48, 0], [0, 46, 22, 7, 8, 43, 33, 34, 2, 25, 39, 0], [0, 27, 35, 5, 36, 28, 26, 23, 30, 12, 49, 0]]",,,,,,,,
risk_aware_beta1,1.0,0.0,1,156455,2.1905408109887503,0.04346984274987433,0.7378925053708372,0.7838515040364147,0.7363778019158325,"[[0, 1, 11, 45, 39, 32, 4, 29, 47, 21, 27, 0], [0, 49, 12, 13, 17, 19, 6, 24, 41, 42, 48, 0], [0, 20, 44, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 37, 10, 35, 18, 34, 33, 36, 31, 9, 40, 0], [0, 14, 3, 15, 16, 25, 2, 28, 26, 23, 30, 0]]",,,,,,,,
figure17_metrics,,,1,,,,,,,,fig17_abstract_cvrp_route_solutions,A,customer-level closed tours for beta=0 vs beta=1,0.1676007671813548,0.6713520429363724,0.10194116555266593,0.5454545454545454,Abstract CVRP tour figure; intermediate regional nodes are omitted.
