P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,530,357,177,81,54,15,107
2,0,531,278,144,84,61,29,194
3,0,500,304,162,101,88,20,145
4,0,497,308,154,93,82,29,158
5,0,510,302,207,99,37,20,145
