P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,110,303,516,266,54,58,14
2,0,152,354,358,224,93,128,12
3,0,154,332,437,217,91,86,3
4,0,139,317,439,230,77,91,28
5,0,227,326,394,208,43,111,11
