P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,30,156,833,447,25,39,0
2,0,43,296,842,220,44,84,0
3,0,43,313,848,214,51,61,0
4,0,34,246,867,259,63,47,13
5,0,130,382,626,262,62,64,3
