P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,18,284,550,334,54,43,25,13
2,7,376,472,217,86,66,90,7
3,13,269,492,291,97,84,72,2
4,34,280,459,294,77,71,68,38
5,20,258,491,328,68,66,71,18
