P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,77,527,580,48,14,52,23
2,0,125,607,343,71,43,59,73
3,0,91,588,429,100,38,45,29
4,0,103,600,390,88,42,51,47
5,0,121,544,452,68,22,86,27
