P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,69,668,670,59,26,38,0
2,0,141,783,406,69,46,84,0
3,0,111,773,454,75,56,61,0
4,0,81,729,514,90,59,45,11
5,0,140,713,474,70,65,64,3
