P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,849,340,201,32,40,61,7
2,1,679,339,169,109,79,105,48
3,0,663,347,240,90,78,83,29
4,0,711,342,191,106,95,62,22
5,0,658,451,185,72,45,96,22
