P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,679,352,80,66,42,13,89
2,0,611,272,147,68,37,26,160
3,0,548,327,119,92,64,50,120
4,0,559,305,147,57,73,63,117
5,0,623,320,80,85,50,31,131
