P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,675,442,129,117,76,27,64
2,0,705,321,139,72,87,39,166
3,0,639,294,214,98,117,27,141
4,0,602,301,192,92,116,51,175
5,0,578,388,199,73,57,42,192
