P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,586,291,172,111,30,41,90
2,0,655,218,145,64,47,38,154
3,0,545,252,165,107,55,69,127
4,0,569,260,184,73,35,43,157
5,0,513,309,168,92,53,45,140
