edge_id,src,dst,w_raw,w_norm,severity,severity_norm,severity_base_max,severity_high_tail,severity_avg,R_ij,P_level,C_level,RiskLevel
0,3494,3574,0.0,0.009999999776482582,2.418729066848755,0.2076685151817653,0.20267558097839355,0.0786755234003067,0.19016509503126144,0.0020766851054001226,1,3,3
1,0,3494,0.0,0.009999999776482582,3.4873785972595215,0.3514940009452082,0.35533979535102844,0.1947152316570282,0.2664972022175789,0.0035149399308870505,1,4,4
2,0,3780,0.0,0.009999999776482582,3.4873785972595215,0.3521234581311917,0.35533979535102844,0.1947152316570282,0.2684214785695076,0.0035212345026061913,1,4,4
3,1,3780,0.0,0.009999999776482582,3.7012860774993896,0.3979825503024448,0.38589802384376526,0.32231032848358154,0.283700592815876,0.003979825414068416,1,4,4
4,1,3494,0.0,0.009999999776482582,3.7012860774993896,0.39735309311646133,0.38589802384376526,0.32231032848358154,0.2817763164639473,0.003973530842349276,1,4,4
5,3494,3780,0.9999998807907104,0.9999998807907104,2.270522117614746,0.1987239727307703,0.18150316178798676,0.12984995543956757,0.17957888543605804,0.1987239490410267,5,3,15
6,2,3573,0.0,0.009999999776482582,3.7801904678344727,0.41836919873765505,0.3971700668334961,0.2596313953399658,0.35481879115104675,0.004183691893863748,1,4,4
7,2,3494,0.0,0.009999999776482582,3.7801904678344727,0.39505349497959025,0.3971700668334961,0.2518901824951172,0.2874123379588127,0.003950534861494565,1,4,4
8,3,4,0.0,0.009999999776482582,1.9792506694793701,0.12429580371462023,0.13989295065402985,0.00885921809822321,0.09576472081243992,0.0012429580093639252,1,2,2
9,4,5,0.0,0.009999999776482582,1.9792506694793701,0.11803457546843565,0.13989295065402985,0.00885921809822321,0.07662389008328319,0.001180345728301573,1,2,2
10,5,6,0.0,0.009999999776482582,4.666067123413086,0.5146159775471523,0.5237239003181458,0.5144355893135071,0.26853936491534114,0.005146159660445888,1,5,5
