model,customer_set,beta,lambda_concentration,model_seeds,cost_increase_pct_mean,cost_increase_pct_std,common_risk_reduction_pct_mean,common_risk_reduction_pct_std,common_global_risk_mean,common_global_risk_std,common_global_cvar90_mean,common_global_cvar90_std,common_max_vehicle_risk_mean,common_max_vehicle_risk_std,common_edge_burden_gini_used_mean,common_edge_burden_gini_used_std,common_top10_burden_share_mean,common_top10_burden_share_std
Stable-Tail-combo-eta0.7-b1.5-l1,A,0.0,0.0,10,0.0,0.0,0.0,0.0,7.795773243499634,0.0,0.22536744437092188,5.851389114294502e-17,2.2989881096154194,4.681111291435602e-16,0.8504429564771069,0.0,0.8815259771712872,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,A,1.5,1.0,10,0.3072194576619282,0.04244398847485182,0.6850895122061751,0.022344551863033506,2.454970754839833,0.17419305955184888,0.04395685111042971,0.005629485412509372,0.8820460869954759,0.07027836001696784,0.6886033373477111,0.01918509177580664,0.6687920125494383,0.024405096447513767
Stable-Tail-combo-eta0.7-b1.5-l1,B,0.0,0.0,10,0.0,0.0,0.0,0.0,8.39809784146732,0.0,0.25918567434636797,0.0,2.7736311395548943,0.0,0.8477540592052198,0.0,0.8813086851131514,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,B,1.5,1.0,10,0.3627563110428683,0.04986865674253026,0.623973812499149,0.01870048089806765,3.1579047135854585,0.1570484682644814,0.06892951426191328,0.005296592830108849,1.1103705593555715,0.10126693381570485,0.7363361698219777,0.01231988640605683,0.7219116612674764,0.01586794000081044
