model,model_seed,customer_set,beta,lambda_concentration,cost_increase_pct,common_global_risk,common_global_cvar90,common_max_vehicle_risk,common_edge_burden_gini_used,common_top10_burden_share,common_risk_reduction_pct
Stable-Tail-combo-eta0.7-b1.5-l1,0,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,0,A,1.5,1.0,0.26478011546475455,2.259686781205931,0.038151066023879035,0.8122687010220367,0.6682061534462829,0.6422228279658836,0.710139493463225
Stable-Tail-combo-eta0.7-b1.5-l1,1,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,1,A,1.5,1.0,0.27443849740592374,2.4299948504729256,0.0443249744974444,0.7879956901755828,0.6850599983437669,0.6654541603301813,0.6882932873272293
Stable-Tail-combo-eta0.7-b1.5-l1,2,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,2,A,1.5,1.0,0.369887968142713,2.409669819363592,0.04219814870610709,0.9312968863208168,0.6860201890307802,0.6653472683780736,0.69090047335926
Stable-Tail-combo-eta0.7-b1.5-l1,3,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,3,A,1.5,1.0,0.26433010740490875,2.26711103803797,0.03760664397101943,0.7788447180664727,0.6676565944667894,0.6417240368203138,0.7091871495968576
Stable-Tail-combo-eta0.7-b1.5-l1,4,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,4,A,1.5,1.0,0.3558951802121829,2.2662017324404813,0.03794100826483775,0.9245718524727046,0.6650160267879218,0.638967992516512,0.7093037904442869
Stable-Tail-combo-eta0.7-b1.5-l1,5,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,5,A,1.5,1.0,0.2747482044454528,2.6535207250980886,0.052047234104541075,0.9297525005336086,0.7092818757922154,0.6949525020796227,0.6596205864105477
Stable-Tail-combo-eta0.7-b1.5-l1,6,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
Stable-Tail-combo-eta0.7-b1.5-l1,6,A,1.5,1.0,0.3331440264601754,2.5544824836839104,0.04693070814572532,0.9837793277346506,0.7007298779837078,0.683953399888588,0.6723246810937463
Stable-Tail-combo-eta0.7-b1.5-l1,7,A,0.0,0.0,0.0,7.795773243499634,0.22536744437092193,2.29898810961542,0.8504429564771069,0.8815259771712872,0.0
