setting,set,eta,beta,lambda,cost_increase_pct_mean,cost_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,global_risk_mean,cvar90_mean,max_vehicle_risk_mean,edge_gini_mean,top10_share_mean
eta0.7-b1.5-l1,A,0.7,1.5,1.0,0.3072194576619282,0.04244398847485182,0.6850895122061751,0.022344551863033506,2.454970754839833,0.04395685111042971,0.8820460869954759,0.6886033373477111,0.6687920125494383
eta0.7-b1.5-l1,B,0.7,1.5,1.0,0.3627563110428683,0.04986865674253026,0.623973812499149,0.01870048089806765,3.1579047135854585,0.06892951426191328,1.1103705593555715,0.7363361698219777,0.7219116612674764
