P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,829,395,104,109,28,64,1
2,0,804,308,96,84,109,80,48
3,0,707,345,148,106,106,89,29
4,0,705,351,115,87,159,88,24
5,0,664,415,115,81,102,133,19
