P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,718,268,177,45,32,55,26
2,0,649,273,118,89,55,63,74
3,0,565,301,183,92,66,83,30
4,0,582,313,138,90,60,78,60
5,0,545,357,175,52,58,91,42
