P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,938,331,101,76,21,19,44
2,0,882,224,127,100,73,36,87
3,0,772,272,179,98,72,73,64
4,1,814,245,161,79,65,126,38
5,0,716,393,111,71,85,78,75
