risk_source,customer_set,beta,lambda_concentration,runs,common_global_risk_mean,common_global_risk_std,common_global_cvar90_mean,common_global_cvar90_std,common_max_vehicle_risk_mean,common_max_vehicle_risk_std,common_max_vehicle_cvar90_mean,common_max_vehicle_cvar90_std,common_vehicle_risk_gini_mean,common_vehicle_risk_gini_std,common_edge_burden_gini_used_mean,common_edge_burden_gini_used_std,common_top10_burden_share_mean,common_top10_burden_share_std,common_max_edge_burden_mean,common_max_edge_burden_std
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,10,7.959816901084075,0.7658979944201808,0.23567049580945842,0.05127880147298579,2.428080332212452,0.48264264768863535,0.41230505239088855,0.11131733715375688,0.16179987701502715,0.061296232864304204,0.8524898232201188,0.00983743893682244,0.8837653227641111,0.01080064670692477,1.183652349085785,0.4310658753796155
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,10,2.2530499089180998,0.0066561087914513315,0.0389481391761716,0.00015568043318660312,0.7718789081447703,0.003473559910765575,0.09076898818984451,0.010853522510378254,0.2769990884249142,0.00048666545609807153,0.6675572809484586,0.0032181647719806954,0.6417635922936652,0.003209904607202655,0.5313090438090153,0.0
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,10,7.795773243499634,0.853135071674335,0.22536744437092193,0.05034835507443315,2.29898810961542,0.359111930834017,0.38250233269569345,0.08929955513337083,0.15506772363532373,0.05275647509259881,0.8504429564771069,0.009887080467715638,0.8815259771712872,0.010317435245228974,1.1001768012626063,0.4032252042000784
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,10,2.311313418542694,0.08317522955531928,0.03879648819977696,0.002422335895199014,0.8810405157329397,0.0717083300047658,0.08859518448487487,0.00940360130333332,0.29337275890630277,0.019697281639669353,0.6687252090175186,0.01083977714480541,0.6446542820177168,0.013819498157836629,0.5313090438090153,0.0
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,0.0,0.0,10,7.795773243499634,0.853135071674335,0.22536744437092193,0.05034835507443315,2.29898810961542,0.359111930834017,0.38250233269569345,0.08929955513337083,0.15506772363532373,0.05275647509259881,0.8504429564771069,0.009887080467715638,0.8815259771712872,0.010317435245228974,1.1001768012626063,0.4032252042000784
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,2.0,1.0,10,2.2829097883291327,0.2376067393258542,0.03920639213719923,0.005595057543133859,0.9315380632811607,0.0004146099188732763,0.09211291124702434,0.004256053480591243,0.3236615660074758,0.04096792383898869,0.6690104594852546,0.029347846227028962,0.6432842916077807,0.03515076434971254,0.5313090438090153,0.0
A_Stable-Tail-combo-eta0.7-b2-l1_seed3,A,0.0,0.0,10,7.959816901084075,0.7658979944201808,0.23567049580945842,0.05127880147298579,2.428080332212452,0.48264264768863535,0.41230505239088855,0.11131733715375688,0.16179987701502715,0.061296232864304204,0.8524898232201188,0.00983743893682244,0.8837653227641111,0.01080064670692477,1.183652349085785,0.4310658753796155
A_Stable-Tail-combo-eta0.7-b2-l1_seed3,A,2.0,1.0,10,2.254199261468254,0.006781586779794396,0.03889890870057247,0.00020757391091547338,0.784502529436707,0.04475684756487969,0.08630602006127644,0.019684475930825687,0.27919845742857624,0.008012185076633737,0.6676845593968002,0.0030488686962483426,0.6420706179381642,0.003140030070859904,0.5313090438090153,0.0
A_Stable-Tail-combo-eta0.7-b2-l1_seed4,A,0.0,0.0,10,7.959816901084075,0.7658979944201808,0.23567049580945842,0.05127880147298579,2.428080332212452,0.48264264768863535,0.41230505239088855,0.11131733715375688,0.16179987701502715,0.061296232864304204,0.8524898232201188,0.00983743893682244,0.8837653227641111,0.01080064670692477,1.183652349085785,0.4310658753796155
A_Stable-Tail-combo-eta0.7-b2-l1_seed4,A,2.0,1.0,10,2.266441815471408,0.006958271273881834,0.03864403817372911,0.0004907386827453443,0.8348884564110234,0.07840679826528574,0.09283271261534333,0.0017666752333335332,0.28915920227984515,0.01324812200987644,0.6629105965984852,0.002192410329541566,0.6364551229768992,0.002169270810043546,0.5313090438090153,0.0
