risk_source,customer_set,beta,lambda_concentration,seed,common_global_risk,common_global_cvar90,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,0,7.13720918898623,0.1863884401265154,2.0334811143934313,0.3095878763305101,0.10827388002705596,0.8420770203615147,0.8784088853510879,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,1,7.137209188986231,0.1863884401265154,2.0334811143934313,0.3095878763305101,0.10827388002705596,0.8420770203615151,0.8784088853510881,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,2,8.83648777013067,0.30522414801746944,2.5909077653987485,0.4339526116418485,0.1916447544768558,0.849268838683997,0.8751957619120093,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,3,8.310568507821358,0.28616420567480394,3.3714660155862215,0.6131129675253885,0.2571988659378228,0.8614854580100053,0.895892988019183,1.6845056360248567
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,4,7.924019258123454,0.19841764026847944,3.057328046710605,0.5672764172526119,0.24534108029514945,0.8616187434723579,0.8928822385590962,1.6845056360248567
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,5,9.180870562216922,0.3074280402036809,2.0334811143934313,0.41850979198350086,0.06555734773852495,0.848503127540738,0.8683742803110893,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,6,8.219127985273325,0.21855312061649157,2.056754136163555,0.3797267637563713,0.12556801961260766,0.8687935644436489,0.9020030108350661,1.6845056360248567
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,7,8.114584076151095,0.20892630168254672,2.4159583608797264,0.3100989629395949,0.18272122146823255,0.8471789960972063,0.8799149851724171,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,8,7.982635535246252,0.273208748305199,2.630982811697667,0.4716093798180391,0.1718519348598646,0.8611399080026798,0.8905001524388388,1.6845056360248567
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,0.0,0.0,9,6.75545693790522,0.18600587307288263,2.056962842507706,0.3095878763305101,0.16156778570710184,0.8427555552275261,0.8760720396912355,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,0,2.2511276405767036,0.03899736965177074,0.7735070733819737,0.0942011733667149,0.2771516201501054,0.6693912007013265,0.6434289069598952,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,1,2.251127640576703,0.038997369651770725,0.7735070733819737,0.0942011733667149,0.2771516201501054,0.6693912007013263,0.6434289069598951,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,2,2.2509063229372197,0.038997369651770725,0.7735070733819737,0.0942011733667149,0.277218200263466,0.6687237362301346,0.643492171328302,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,3,2.2719858826082393,0.0385050648957794,0.7664962216420439,0.0942011733667149,0.2766092267898279,0.6590099043271074,0.6336600323139167,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,4,2.251127640576703,0.03899736965177073,0.7735070733819737,0.0942011733667149,0.2771516201501054,0.6693912007013263,0.6434289069598951,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,5,2.2506418377271413,0.03899736965177073,0.7735070733819737,0.0942011733667149,0.27738412419304437,0.6664134468308847,0.6398918743991249,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,6,2.2509063229372197,0.038997369651770725,0.7735070733819737,0.0942011733667149,0.2772182002634658,0.6687237362301344,0.6434921713283019,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,7,2.2509063229372197,0.03899736965177073,0.7735070733819737,0.0942011733667149,0.2772182002634658,0.6687237362301346,0.643492171328302,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,8,2.2511276405767036,0.03899736965177074,0.7735070733819737,0.0942011733667149,0.27715162015010564,0.6693912007013265,0.6434289069598952,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed0,A,2.0,1.0,9,2.2506418377271413,0.03899736965177074,0.764236272749871,0.05987932159801111,0.2757364518754508,0.6664134468308844,0.6398918743991248,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,0,7.13720918898623,0.1863884401265154,2.0334811143934313,0.3095878763305101,0.10827388002705596,0.8420770203615147,0.8784088853510879,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,1,7.137209188986231,0.1863884401265154,2.0334811143934313,0.3095878763305101,0.10827388002705596,0.8420770203615151,0.8784088853510881,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,2,8.83648777013067,0.30522414801746944,2.5909077653987485,0.4339526116418485,0.1916447544768558,0.849268838683997,0.8751957619120093,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,3,6.670131931976947,0.18313369128943874,2.0805437896158963,0.3150857705734373,0.1898773321407885,0.8410167905798853,0.8734995320909449,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,4,7.924019258123454,0.19841764026847944,3.057328046710605,0.5672764172526119,0.24534108029514945,0.8616187434723579,0.8928822385590962,1.6845056360248567
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,5,9.180870562216922,0.3074280402036809,2.0334811143934313,0.41850979198350086,0.06555734773852495,0.848503127540738,0.8683742803110893,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,6,8.219127985273325,0.21855312061649157,2.056754136163555,0.3797267637563713,0.12556801961260766,0.8687935644436489,0.9020030108350661,1.6845056360248567
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,7,8.114584076151095,0.20892630168254672,2.4159583608797264,0.3100989629395949,0.18272122146823255,0.8471789960972063,0.8799149851724171,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,8,7.982635535246252,0.273208748305199,2.630982811697667,0.4716093798180391,0.1718519348598646,0.8611399080026798,0.8905001524388388,1.6845056360248567
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,0.0,0.0,9,6.75545693790522,0.18600587307288263,2.056962842507706,0.3095878763305101,0.16156778570710184,0.8427555552275261,0.8760720396912355,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,0,2.277604723227642,0.03850506489577941,0.7997244242408811,0.0942011733667149,0.28257105356413215,0.6612887516582207,0.6340284310263398,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,1,2.4683651862203706,0.04298502620423269,0.7608544764842343,0.062141317799225874,0.24956796684308347,0.6884798584738328,0.6715396207483748,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,2,2.2744600124120478,0.0385050648957794,0.9255804177789442,0.09078002148828596,0.30446462960150944,0.6617579478336746,0.6359592473566631,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,3,2.2667884799707245,0.0385050648957794,0.7735070733819737,0.0942011733667149,0.2849038158846302,0.6647910573210143,0.6429071692054913,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,4,2.2581011150174666,0.037433273895319835,0.923805173769225,0.09076702896280879,0.3099281828051337,0.6699336507129952,0.6451743246919143,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,5,2.469160207732367,0.042985026204232696,0.9281624085778002,0.09076702896280879,0.27695611798353137,0.687198707050569,0.6679333552210246,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,6,2.274460012412048,0.038505064895779394,0.9255804177789444,0.09078002148828596,0.30446462960150944,0.6617579478336748,0.6359592473566632,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,7,2.2739804734878843,0.038505064895779394,0.9255804177789442,0.09078002148828596,0.3121964944279463,0.6562644395050425,0.6324696332852254,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,8,2.275106987473194,0.03601811560754373,0.923805173769225,0.09076702896280879,0.304053056379876,0.6678898648930813,0.640285895642736,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed1,A,2.0,1.0,9,2.2751069874731944,0.03601811560754372,0.923805173769225,0.09076702896280879,0.30462164197167607,0.6678898648930811,0.6402858956427359,0.5313090438090153
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,0.0,0.0,0,7.13720918898623,0.1863884401265154,2.0334811143934313,0.3095878763305101,0.10827388002705596,0.8420770203615147,0.8784088853510879,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,0.0,0.0,1,7.137209188986231,0.1863884401265154,2.0334811143934313,0.3095878763305101,0.10827388002705596,0.8420770203615151,0.8784088853510881,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,0.0,0.0,2,8.83648777013067,0.30522414801746944,2.5909077653987485,0.4339526116418485,0.1916447544768558,0.849268838683997,0.8751957619120093,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,0.0,0.0,3,6.670131931976947,0.18313369128943874,2.0805437896158963,0.3150857705734373,0.1898773321407885,0.8410167905798853,0.8734995320909449,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,0.0,0.0,4,7.924019258123454,0.19841764026847944,3.057328046710605,0.5672764172526119,0.24534108029514945,0.8616187434723579,0.8928822385590962,1.6845056360248567
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,0.0,0.0,5,9.180870562216922,0.3074280402036809,2.0334811143934313,0.41850979198350086,0.06555734773852495,0.848503127540738,0.8683742803110893,0.8497501577930704
A_Stable-Tail-combo-eta0.7-b2-l1_seed2,A,0.0,0.0,6,8.219127985273325,0.21855312061649157,2.056754136163555,0.3797267637563713,0.12556801961260766,0.8687935644436489,0.9020030108350661,1.6845056360248567
