P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,667,303,174,48,46,60,23
2,0,722,215,127,66,39,80,72
3,0,619,244,191,72,95,70,29
4,0,623,303,137,58,55,98,47
5,0,573,330,170,65,54,101,27
