P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,663,359,140,51,45,63,0
2,0,626,272,132,81,74,135,1
3,0,576,306,154,95,78,111,0
4,0,609,283,134,89,93,113,0
5,0,597,322,118,102,65,115,1
