P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,4,654,569,240,16,2,40,5
2,3,570,449,250,126,20,66,45
3,5,379,588,302,123,30,74,29
4,2,407,571,278,128,54,65,24
5,5,452,597,248,72,49,84,22
