rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4347,4357,4589,1.0,1.0,5.433648109436035,5,6,30
2,36,3187,3189,1.0,1.0,2.773219347000122,5,3,15
3,4345,3652,4357,1.0,1.0,5.433648109436035,5,6,30
4,6542,3514,4282,1.0,1.0,4.398516654968262,5,5,25
5,1522,3287,3774,1.0,1.0,2.2293760776519775,5,3,15
6,1048,3198,3693,1.0,1.0,2.61293363571167,5,3,15
7,4166,3247,4569,1.0,1.0,3.200378656387329,5,4,20
8,4056,3520,4106,1.0,1.0,3.5877580642700195,5,4,20
9,4055,4357,4563,1.0,1.0,5.433648109436035,5,6,30
10,1288,3475,3491,1.0,1.0,5.239084243774414,5,6,30
11,1082,3100,4381,1.0,1.0,3.800342082977295,5,4,20
12,1009,3198,3771,1.0,1.0,2.61293363571167,5,3,15
13,1002,3100,3685,1.0,1.0,3.800342082977295,5,4,20
14,1610,3720,4094,1.0,1.0,3.100245952606201,5,4,20
15,1604,3720,3798,1.0,1.0,3.100245952606201,5,4,20
16,1001,3100,3771,1.0,1.0,3.800342082977295,5,4,20
17,999,3100,3684,1.0,1.0,3.800342082977295,5,4,20
18,1828,3138,3829,1.0,1.0,3.8943934440612793,5,4,20
19,2148,3208,3862,1.0,1.0,5.178072929382324,5,6,30
20,2136,3526,4079,1.0,1.0,4.4089155197143555,5,5,25
