rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3484,0,8,7.874786853790283,0.9821124076843262,0.9999999403953552
2,2794,0,8,7.780173301696777,0.9685961604118347,0.999896764755249
3,4403,0,8,7.705982208251953,0.9579974412918091,0.9995843172073364
4,3637,8,8,7.537067413330078,0.9338667988777161,0.9374913573265076
5,3609,1,8,7.531999111175537,0.9331427216529846,0.9873007535934448
6,4379,8,8,7.394524097442627,0.9135034680366516,0.9632201790809631
7,4436,8,8,7.389927864074707,0.9128468632698059,0.9704352617263794
8,4145,8,8,7.310188293457031,0.9014554619789124,0.9487388730049133
9,89,0,8,7.307075500488281,0.9010108113288879,0.937913179397583
10,5157,7,7,7.224409103393555,0.889201283454895,0.9956139922142029
11,4315,8,8,7.221904277801514,0.8888434767723083,0.933380663394928
12,4394,0,8,7.19219970703125,0.8845999836921692,0.9417694211006165
13,5150,7,8,7.1857075691223145,0.8836725354194641,0.9484282732009888
14,3814,0,7,7.184673309326172,0.8835247755050659,0.9675525426864624
15,3955,7,7,7.095136642456055,0.8707337975502014,0.9840325117111206
16,3701,0,7,7.088274002075195,0.8697534203529358,0.934211254119873
17,3777,7,7,7.075661659240723,0.8679516911506653,0.9983195066452026
18,4485,7,7,7.0658159255981445,0.8665451407432556,0.9940159320831299
19,3794,7,7,7.041827201843262,0.8631181716918945,0.918050229549408
20,4183,3,7,6.929416656494141,0.8470595479011536,0.9243631362915039
