P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,986,309,115,82,0,38,0
2,0,901,273,185,94,4,72,0
3,0,815,387,192,84,1,51,0
4,0,808,364,225,110,1,21,0
5,0,781,377,217,97,5,52,0
