P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,834,252,70,119,31,15,0
2,0,801,248,83,69,40,80,0
3,0,738,275,110,138,22,37,0
4,0,718,323,84,142,28,26,0
5,0,738,299,98,114,34,37,0
