P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,729,237,128,93,61,44,29
2,0,732,219,102,50,63,81,74
3,0,647,249,128,58,132,64,42
4,0,743,214,88,59,50,111,56
5,0,646,269,116,68,99,85,37
