P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,925,308,126,62,82,18,9
2,0,889,232,113,80,118,43,54
3,0,795,287,129,85,119,74,41
4,0,801,274,94,93,107,110,50
5,0,817,294,90,64,124,108,32
