P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,237,678,247,50,28,62,19
2,0,338,543,198,60,49,65,68
3,0,286,527,275,90,64,50,28
4,0,272,566,234,75,65,90,19
5,0,241,601,250,64,44,90,30
