P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,333,788,308,29,9,55,8
2,0,381,574,358,62,31,74,49
3,0,284,609,401,106,45,58,27
4,0,259,563,390,150,73,36,58
5,0,270,570,423,98,43,94,31
