customer_set,seed,budget,rerank_score,cost_norm,common_risk_norm,cvar90_norm,load_risk_norm,top10_share_norm,risk_source,run_dir,beta,lambda_concentration,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct
A,0,0.25,0.9303792599381304,0.4458072925370141,0.10609300263659997,0.08186990941234189,0.046497859618792506,0.3364825726420802,A_Stable-Tail-GNN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed1_A_Stable-Tail-GNN_seed1,1.5,0.0,160675.0,"[[0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 1, 45, 11, 25, 2, 28, 26, 23, 30, 12, 0], [0, 39, 38, 50, 5, 43, 8, 7, 22, 46, 48, 0], [0, 49, 13, 17, 44, 20, 16, 15, 3, 14, 42, 0], [0, 37, 10, 35, 18, 34, 33, 36, 31, 9, 40, 0]]",2.5855499008458027,0.045517673395857744,0.11436411005126788,0.26565452190450767,40.0,0.9587318005984415,0.09531349520162793,0.33908011357062895,0.7153297843849109,0.7023308103879479,0.5313090438090153,1.1489334100958146,0.02781661959446786,0.041785428213744,0.4154057827556588,0.3429049458530511,0.7478940139917833,0.6903506368611119,0.2922199740949584,133997.0,0.19909400956737838
A,0,0.3,0.7250552459369706,0.6656194645900873,0.003276514276654881,0.008643187902879046,0.03887289126447033,0.0,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173829.0,"[[0, 27, 21, 47, 32, 39, 15, 3, 14, 42, 48, 0], [0, 30, 23, 26, 28, 2, 25, 11, 45, 16, 1, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 20, 5, 36, 33, 34, 18, 35, 10, 37, 49, 0]]",2.0620215857102675,0.034282332663687826,0.04669503842422126,0.26565452190450767,37.0,0.7488397888292051,0.09418384999941198,0.3262859490293937,0.6420193666034255,0.6130381992121109,0.5313090438090153,1.1230005513678287,0.025353588089977456,0.04301568340956158,0.4209102692910752,0.34496190705821594,0.7492002636575172,0.6941644741122998,0.2922199740949584,133997.0,0.2972603864265618
A,1,0.25,0.9981598559915603,0.5161639166980715,0.09940213788442047,0.08409612957154446,0.04878863293061035,0.3312258186707383,A_Stable-Tail-GNN_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed8_A_Stable-Tail-GNN_seed8,1.5,0.0,165499.0,"[[0, 49, 30, 23, 26, 28, 2, 25, 45, 11, 1, 0], [0, 48, 42, 14, 3, 16, 20, 44, 17, 13, 12, 0], [0, 39, 38, 50, 5, 33, 34, 18, 35, 10, 37, 0], [0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 40, 9, 31, 36, 43, 8, 7, 22, 46, 15, 0]]",2.5663588187343858,0.04616454222846693,0.0673000696386989,0.26565452190450767,39.0,0.9587318005984415,0.09531349520162793,0.3421438688684353,0.7128871858179227,0.699851020396181,0.5313090438090153,1.1865730260525678,0.028508469008066778,0.04046888073113434,0.37347849121342236,0.2861733559629114,0.7580256155303895,0.7178703917202163,0.2390890697140569,133997.0,0.23509481555557213
A,1,0.3,0.88316407944137,0.5497534040077993,0.06450064516893386,0.051807091121207814,0.06116386920422889,0.20826395763598463,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,1.5,0.0,167549.0,"[[0, 48, 27, 21, 47, 29, 44, 20, 16, 42, 14, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 3, 15, 0], [0, 1, 11, 45, 25, 2, 28, 26, 23, 30, 12, 0], [0, 49, 13, 17, 6, 19, 24, 41, 4, 32, 39, 0], [0, 40, 9, 31, 36, 5, 43, 8, 7, 22, 46, 0]]",2.3892214885100214,0.04122112515483001,0.09365730292757538,0.26565452190450767,39.0,0.8436680621967004,0.07274351974853643,0.3205025016011349,0.684417816804137,0.6670210936582677,0.5313090438090153,1.2282854807929289,0.028384752917577177,0.0417258123953416,0.45421628772631056,0.33957907724595837,0.7615890826445963,0.6957971902972918,0.2922199740949584,133997.0,0.2503936655298253
A,2,0.25,0.8852750550942269,0.4896794099691455,0.07583670877352303,0.05302671149770881,0.07865269969647433,0.2701056273193328,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,1.5,0.0,163676.0,"[[0, 39, 32, 4, 41, 24, 19, 6, 29, 47, 21, 0], [0, 1, 45, 46, 22, 7, 8, 43, 9, 31, 36, 0], [0, 48, 20, 44, 17, 13, 37, 10, 40, 49, 12, 0], [0, 42, 16, 15, 11, 25, 2, 28, 26, 23, 30, 0], [0, 14, 3, 38, 50, 5, 33, 34, 18, 35, 27, 0]]",2.559907483472794,0.047709314521249636,0.10528835721022109,0.26565452190450767,37.0,0.8804914715246259,0.11821519561844178,0.17243671339410316,0.7016872226923052,0.6833945740335978,0.5313090438090153,1.2377884186138601,0.030815125106404963,0.05297129057017767,0.48423487483907035,0.2777421287260533,0.7460729379946496,0.6949155260711869,0.2390890697140569,133998.0,0.2214809176256362
A,2,0.3,0.8101329739180223,0.653323873479961,0.02091724621059149,0.012522238016537757,0.07822893142718296,0.0652368935344227,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173594.0,"[[0, 14, 42, 16, 45, 11, 39, 32, 47, 21, 27, 0], [0, 1, 25, 2, 28, 26, 23, 30, 49, 12, 48, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 20, 44, 29, 4, 41, 24, 6, 19, 17, 13, 0], [0, 15, 3, 38, 50, 5, 43, 8, 7, 22, 46, 0]]",2.1869145077196954,0.03669474539770822,0.08511685628486947,0.26565452190450767,38.0,0.7735070733819737,0.0942011733667149,0.31126970677201116,0.6545242442752401,0.629559295985382,0.5313090438090153,1.2361207809762513,0.02922967191031638,0.05295023127446682,0.5265179017371803,0.32971946746182157,0.7292964861262254,0.6616498554094417,0.3984817828567615,133998.0,0.29549694771563756
A,3,0.25,0.8840875941291534,0.48853057397361194,0.06489193923883972,0.0419658134819475,0.1383342023044316,0.2167985032967503,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,1.5,0.0,163174.0,"[[0, 1, 45, 39, 32, 4, 41, 24, 19, 6, 40, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 3, 14, 0], [0, 30, 23, 26, 28, 2, 25, 11, 15, 16, 42, 0], [0, 46, 22, 7, 8, 43, 9, 31, 36, 5, 20, 0], [0, 27, 21, 47, 29, 44, 17, 13, 49, 12, 48, 0]]",2.4514466765164253,0.043582269290551985,0.10381156399401684,0.26565452190450767,38.0,0.8804914715246259,0.11821519561844178,0.2636698278734746,0.6942439976733721,0.6737499537264139,0.5313090438090153,1.3206458277341224,0.034056843809432774,0.05870731837916165,0.417173211229699,0.2681047873831366,0.777129013850697,0.7257616051510428,0.2922199740949584,133997.0,0.21774368082867526
A,3,0.3,0.8349339792946966,0.6633346728283437,0.02284429851072202,0.014764763609247267,0.08543085578230197,0.06758924990966866,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173614.0,"[[0, 27, 21, 47, 32, 39, 15, 3, 14, 42, 48, 0], [0, 40, 9, 31, 36, 5, 43, 8, 7, 22, 46, 0], [0, 30, 23, 26, 28, 2, 25, 11, 45, 16, 1, 0], [0, 49, 12, 19, 6, 24, 41, 4, 29, 44, 20, 0], [0, 13, 17, 38, 50, 33, 34, 18, 35, 10, 37, 0]]",2.187988088057198,0.036694745397708214,0.08511685628486947,0.26565452190450767,38.0,0.7488397888292051,0.09418384999941198,0.3024883571260506,0.656033533000068,0.6314290485296205,0.5313090438090153,1.154684369747678,0.027686097755153894,0.037773231273707956,0.4209102692910752,0.3183978386411388,0.7606553244802525,0.7048274025406004,0.2922199740949584,133997.0,0.2956558728926767
A,4,0.25,0.7331764191403342,0.48304456057633655,0.040861768090528834,0.02527345271735213,0.09887471901745683,0.11969693204261529,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,1.5,0.0,163298.0,"[[0, 48, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 1, 45, 39, 32, 4, 41, 24, 19, 6, 49, 0], [0, 12, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0]]",2.285551307422933,0.03746287306184317,0.09135039481122627,0.26565452190450767,40.0,0.8842804404491222,0.11821519561844178,0.32110283050878397,0.6692358902699496,0.6451067549638814,0.5313090438090153,1.2222169678483996,0.028594808539175957,0.05215041375463851,0.42140829847420247,0.2927324877855628,0.757003272735292,0.696881076693356,0.2870199778228758,133997.0,0.21866907468077643
A,4,0.3,0.7331764191403342,0.48304456057633655,0.040861768090528834,0.02527345271735213,0.09887471901745683,0.11969693204261529,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,1.5,0.0,163298.0,"[[0, 48, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 1, 45, 39, 32, 4, 41, 24, 19, 6, 49, 0], [0, 12, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0]]",2.285551307422933,0.03746287306184317,0.09135039481122627,0.26565452190450767,40.0,0.8842804404491222,0.11821519561844178,0.32110283050878397,0.6692358902699496,0.6451067549638814,0.5313090438090153,1.2222169678483996,0.028594808539175957,0.05215041375463851,0.42140829847420247,0.2927324877855628,0.757003272735292,0.696881076693356,0.2870199778228758,133997.0,0.21866907468077643
