risk_source,customer_set,budget,selector,runs,value_mean,value_std,selected_cost_increase_mean
A_GCN_seed0,A,0.25,common_risk,10,2.8536470478438525,0.13788834104196895,0.2116181210523363
A_GCN_seed0,A,0.25,cvar90,10,0.059831774320299014,0.009286692139358167,0.20348517748843836
A_GCN_seed0,A,0.25,cvar95,10,0.10615458444202094,0.018899299537902665,0.18194297941295065
A_GCN_seed0,A,0.25,edge_gini,10,0.729469142323777,0.012666458633618479,0.2116181210523363
A_GCN_seed0,A,0.25,load_cvar90,10,0.03626924866155262,0.005243467984359147,0.19834845896200531
A_GCN_seed0,A,0.25,load_risk,10,1.397134741219276,0.1540053869628893,0.19344461783123373
A_GCN_seed0,A,0.25,top10_share,10,0.722122553234505,0.016066628746313635,0.2116181210523363
A_GCN_seed0,A,0.3,common_risk,10,2.7257221019150064,0.15075215227396743,0.2435328834604074
A_GCN_seed0,A,0.3,cvar90,10,0.054294565100062496,0.0077865266418864825,0.22573337300289067
A_GCN_seed0,A,0.3,cvar95,10,0.0989723649389597,0.02240142622603763,0.20990690218865105
A_GCN_seed0,A,0.3,edge_gini,10,0.7182666666249673,0.01484739758968302,0.24810157427153284
A_GCN_seed0,A,0.3,load_cvar90,10,0.03318473886806648,0.0070134219861731325,0.23563796199404446
A_GCN_seed0,A,0.3,load_risk,10,1.3105138977554422,0.20704361637641452,0.23112592067968668
A_GCN_seed0,A,0.3,top10_share,10,0.7076655000297718,0.018641938618236358,0.24810157427153284
A_GCN_seed1,A,0.25,common_risk,10,2.9167825592203047,0.2197898998577169,0.20736437007789138
A_GCN_seed1,A,0.25,cvar90,10,0.061855148874001696,0.008378188179239852,0.21179649270567213
A_GCN_seed1,A,0.25,cvar95,10,0.12326367065855501,0.02987405971785695,0.2073508954717483
A_GCN_seed1,A,0.25,edge_gini,10,0.7338457880273449,0.014974067155758553,0.2129211694331056
A_GCN_seed1,A,0.25,load_cvar90,10,0.03725893122595247,0.005618982257402694,0.20655831573156078
A_GCN_seed1,A,0.25,load_risk,10,1.4034196566601866,0.16120018357251392,0.20212619310377997
A_GCN_seed1,A,0.25,top10_share,10,0.7287820631069586,0.01969855440281673,0.2129211694331056
A_GCN_seed1,A,0.3,common_risk,10,2.5508364078959445,0.21750903935015187,0.26339896560926224
A_GCN_seed1,A,0.3,cvar90,10,0.04888939840475,0.008306937898410754,0.24960689632302535
A_GCN_seed1,A,0.3,cvar95,10,0.08699542558918219,0.024738505170692468,0.25487417842635607
A_GCN_seed1,A,0.3,edge_gini,10,0.6994923277890854,0.02528831899756317,0.26339896560926224
A_GCN_seed1,A,0.3,load_cvar90,10,0.029796244568094533,0.004599872995389759,0.2593071134920665
A_GCN_seed1,A,0.3,load_risk,10,1.2309255892864137,0.12528549749167506,0.2595675307552656
A_GCN_seed1,A,0.3,top10_share,10,0.6839684586278254,0.030707493394867696,0.26339896560926224
A_GCN_seed2,A,0.25,common_risk,10,3.231046505990048,0.18152177294795915,0.19505439056082133
A_GCN_seed2,A,0.25,cvar90,10,0.08644815680247978,0.00573251563814216,0.19505439056082133
A_GCN_seed2,A,0.25,cvar95,10,0.15475782531449583,0.015498235171808549,0.19505439056082133
A_GCN_seed2,A,0.25,edge_gini,10,0.7532766041754753,0.011247606258189588,0.19505439056082133
A_GCN_seed2,A,0.25,load_cvar90,10,0.04250715135606161,0.007690502576402382,0.19505439056082133
A_GCN_seed2,A,0.25,load_risk,10,1.5215885542485803,0.21095225246883165,0.19505439056082133
A_GCN_seed2,A,0.25,top10_share,10,0.7528870299375215,0.013457924122601444,0.19505439056082133
A_GCN_seed2,A,0.3,common_risk,10,2.898124475891507,0.13869268261510087,0.24575309626040936
A_GCN_seed2,A,0.3,cvar90,10,0.06408211752281322,0.008756959575763284,0.25193532422073683
A_GCN_seed2,A,0.3,cvar95,10,0.12441454814411657,0.02777725721263033,0.25193532422073683
A_GCN_seed2,A,0.3,edge_gini,10,0.7347091372096586,0.008885613661529419,0.25193532422073683
A_GCN_seed2,A,0.3,load_cvar90,10,0.03747826987199561,0.005351980668836849,0.22611768036466345
A_GCN_seed2,A,0.3,load_risk,10,1.3951099784230077,0.1518866160769944,0.22611768036466345
A_GCN_seed2,A,0.3,top10_share,10,0.7281488635975989,0.01066935882279789,0.25193532422073683
A_GCN_seed3,A,0.25,common_risk,10,2.919946308808411,0.17294684099173369,0.20861735320276598
A_GCN_seed3,A,0.25,cvar90,10,0.06628739608126674,0.011569671619908054,0.20273442466484978
A_GCN_seed3,A,0.25,cvar95,10,0.1154042327366576,0.026672251094183235,0.1979880497460083
A_GCN_seed3,A,0.25,edge_gini,10,0.7344034135008454,0.01170978778857108,0.1980873056994998
A_GCN_seed3,A,0.25,load_cvar90,10,0.0404702038247363,0.005299198154215803,0.19813349900867172
A_GCN_seed3,A,0.25,load_risk,10,1.5000312114600782,0.14747864329902993,0.19813349900867172
A_GCN_seed3,A,0.25,top10_share,10,0.7279961803925856,0.014791480085541481,0.2087069074465177
A_GCN_seed3,A,0.3,common_risk,10,2.6301823089663072,0.19076967049687804,0.24794055749163513
A_GCN_seed3,A,0.3,cvar90,10,0.04932659322465481,0.0049930565181625225,0.25748615111546813
A_GCN_seed3,A,0.3,cvar95,10,0.09094127408698141,0.026651291164922673,0.22936178333997503
A_GCN_seed3,A,0.3,edge_gini,10,0.7097409600607612,0.017979607776638797,0.2526294684374026
A_GCN_seed3,A,0.3,load_cvar90,10,0.03473625818835221,0.006839928173796321,0.24800242267650668
A_GCN_seed3,A,0.3,load_risk,10,1.3567376055509377,0.19018503157569014,0.24800242267650668
A_GCN_seed3,A,0.3,top10_share,10,0.69519065993739,0.022151126701254263,0.2526294684374026
A_GCN_seed4,A,0.25,common_risk,10,3.036974250481823,0.12035910990201051,0.20532547196898493
A_GCN_seed4,A,0.25,cvar90,10,0.07838073703872608,0.0094630062396995,0.20532547196898493
A_GCN_seed4,A,0.25,cvar95,10,0.1412006202135508,0.006482574763983134,0.20532547196898493
A_GCN_seed4,A,0.25,edge_gini,10,0.741955577065605,0.007398568265101627,0.20532547196898493
A_GCN_seed4,A,0.25,load_cvar90,10,0.042752449351445086,0.002894601726484243,0.20532547196898493
A_GCN_seed4,A,0.25,load_risk,10,1.5426777639898055,0.07521778845587673,0.20532547196898493
A_GCN_seed4,A,0.25,top10_share,10,0.7394326207325298,0.010010758014311696,0.20532547196898493
A_GCN_seed4,A,0.3,common_risk,10,2.748916281149647,0.1717883817635475,0.266086330869885
A_GCN_seed4,A,0.3,cvar90,10,0.0554167693111424,0.009355339813482043,0.266086330869885
A_GCN_seed4,A,0.3,cvar95,10,0.12194788659982725,0.021095127921073216,0.2600660468336752
A_GCN_seed4,A,0.3,edge_gini,10,0.7207354211941841,0.015953674201563836,0.266086330869885
A_GCN_seed4,A,0.3,load_cvar90,10,0.035572904166554335,0.0060354186190424205,0.2658571688439782
A_GCN_seed4,A,0.3,load_risk,10,1.3653808057506749,0.14634117548846268,0.25983688480776845
A_GCN_seed4,A,0.3,top10_share,10,0.710474609531804,0.01968521150899995,0.266086330869885
A_GCN_seed5,A,0.25,common_risk,10,3.0039767266729167,0.11016463814134692,0.2048374211894432
A_GCN_seed5,A,0.25,cvar90,10,0.07189850396347847,0.010242566709400715,0.21541967838804604
A_GCN_seed5,A,0.25,cvar95,10,0.13448564178051722,0.017243877047865244,0.21077859897700563
A_GCN_seed5,A,0.25,edge_gini,10,0.7424299622626612,0.0065158501842157,0.2048374211894432
A_GCN_seed5,A,0.25,load_cvar90,10,0.04111099957246987,0.006002115247730445,0.19826560138711785
A_GCN_seed5,A,0.25,load_risk,10,1.5054729219716942,0.17619751362042618,0.19321175689806214
A_GCN_seed5,A,0.25,top10_share,10,0.7384478021405643,0.008045521008849272,0.2048374211894432
A_GCN_seed5,A,0.3,common_risk,10,2.7763121492916434,0.17922895101132733,0.2585712055474533
A_GCN_seed5,A,0.3,cvar90,10,0.05519255811509688,0.010375353078918651,0.2637496796923969
A_GCN_seed5,A,0.3,cvar95,10,0.10680653804213239,0.02924485892565326,0.25924584751704965
A_GCN_seed5,A,0.3,edge_gini,10,0.7259665056845502,0.016756501272783126,0.2585712055474533
A_GCN_seed5,A,0.3,load_cvar90,10,0.03424024956875823,0.0053152498760119645,0.25456890975695623
A_GCN_seed5,A,0.3,load_risk,10,1.3310157768080964,0.1409552438765931,0.24951506526790052
A_GCN_seed5,A,0.3,top10_share,10,0.7159570328294984,0.01966772959082363,0.2585712055474533
A_GCN_seed6,A,0.25,common_risk,10,2.8477686912800797,0.1522408324571072,0.2392537011969543
A_GCN_seed6,A,0.25,cvar90,10,0.05798220463859832,0.006968387244146965,0.23856040209324303
A_GCN_seed6,A,0.25,cvar95,10,0.1278845332264243,0.01691091791504628,0.22765796504337624
A_GCN_seed6,A,0.25,edge_gini,10,0.7302224053607732,0.013938711254216692,0.2392537011969543
A_GCN_seed6,A,0.25,load_cvar90,10,0.0378113022810549,0.0048215212306630395,0.23847910283004303
A_GCN_seed6,A,0.25,load_risk,10,1.4395495152459974,0.14185487804716387,0.23207746697252385
A_GCN_seed6,A,0.25,top10_share,10,0.7224829222193568,0.016439207392839595,0.2392537011969543
A_GCN_seed6,A,0.3,common_risk,10,2.7913114798789165,0.14887072577331661,0.25549361701596507
A_GCN_seed6,A,0.3,cvar90,10,0.0563252214462468,0.007854911480902203,0.2494322872847025
A_GCN_seed6,A,0.3,cvar95,10,0.12385289564888954,0.017269833747335105,0.24389788086238706
