risk_source,customer_set,common_risk_at_20,cvar90_at_25,load_risk_at_30,edge_gini_at_25,top10_share_at_25
A_GCN_seed0,A,nan,0.059831774320299014,1.3105138977554422,0.729469142323777,0.722122553234505
A_GCN_seed1,A,nan,0.061855148874001696,1.2309255892864137,0.7338457880273449,0.7287820631069586
A_GCN_seed2,A,nan,0.08644815680247978,1.3951099784230077,0.7532766041754753,0.7528870299375215
A_GCN_seed3,A,nan,0.06628739608126674,1.3567376055509377,0.7344034135008454,0.7279961803925856
A_GCN_seed4,A,nan,0.07838073703872608,1.3653808057506749,0.741955577065605,0.7394326207325298
A_GCN_seed5,A,nan,0.07189850396347847,1.3310157768080964,0.7424299622626612,0.7384478021405643
A_GCN_seed6,A,nan,0.05798220463859832,1.375129528221933,0.7302224053607732,0.7224829222193568
A_GCN_seed7,A,nan,0.07425592438260227,1.317341466106082,0.7465740083300929,0.7434122606677367
A_GCN_seed8,A,nan,0.08321389529378534,1.2913377714824759,0.7530663398346835,0.7540179609901945
A_GCN_seed9,A,nan,0.06948240701859729,1.3763250847435375,0.7330593398584,0.7272415196291111
A_Stable-Tail-GNN_seed0,A,nan,0.059852222887840936,1.1823886691160705,0.7194167748155614,0.7090902398173105
A_Stable-Tail-GNN_seed1,A,nan,0.048784141324532036,1.3015330566685266,0.7256416824568703,0.7150256241095079
A_Stable-Tail-GNN_seed2,A,nan,0.07527827699462486,1.3870108378931936,0.7435467883684578,0.7403273478990303
A_Stable-Tail-GNN_seed3,A,nan,0.06405017832557361,1.3648954117731242,0.7339156512105213,0.7294112103777453
A_Stable-Tail-GNN_seed4,A,nan,0.07869690516729604,1.332221850583351,0.7499136583964521,0.7472581810027051
A_Stable-Tail-GNN_seed5,A,nan,0.053429186677384874,1.3456327672532384,0.7229117161287946,0.7139558965049965
A_Stable-Tail-GNN_seed6,A,nan,0.05455142280730524,1.3058151809639085,0.737395904517711,0.7282235296850906
A_Stable-Tail-GNN_seed7,A,nan,0.04965394679517466,1.1897459776730759,0.7281809445372154,0.7188047696055493
A_Stable-Tail-GNN_seed8,A,nan,0.0545938853779943,1.1997792534616019,0.733001982367121,0.7254103712799196
A_Stable-Tail-GNN_seed9,A,nan,0.05108198188180861,1.2976571739996563,0.7281597609495819,0.7193698373624088
A_TEG-low_seed0,A,nan,0.0711987568187901,1.1885322833203886,0.7518142695202602,0.7504632852089703
A_TEG-low_seed1,A,nan,0.06435546053483196,1.2241867506371853,0.7330183614163295,0.727276420955738
A_TEG-low_seed2,A,nan,0.07241864676695339,1.4115681195705763,0.7387998101006276,0.7344446746587188
A_TEG-low_seed3,A,nan,0.06516933646828665,1.2872272550555275,0.731574015437256,0.7239599921707365
A_TEG-low_seed4,A,nan,0.07522750085106604,1.4033954364175227,0.743095202517616,0.7406502978024393
A_TEG-low_seed5,A,nan,0.06357658238969868,1.3398106236547347,0.737824095684959,0.7309820262317557
A_TEG-low_seed6,A,nan,0.07207073468609232,1.4357273644137187,0.7423467099680962,0.7392157333965239
A_TEG-low_seed7,A,nan,0.07857848613119671,1.4250923992110387,0.7484284351051986,0.7462776637570465
A_TEG-low_seed8,A,nan,0.08008722805183031,1.4442882071234693,0.7493262153003613,0.7492261842642728
A_TEG-low_seed9,A,nan,0.06470378824749534,1.260459926788236,0.7496405154606345,0.7491695359356458
B_GCN_seed0,B,nan,0.09542655643970187,1.6997820911749222,0.7797745708835462,0.7810396905341187
B_GCN_seed1,B,nan,0.09568682859416933,1.7616284833105702,0.7826602481327896,0.7871038854035218
B_GCN_seed2,B,nan,0.10092738925212127,2.1452257438219666,0.7892276945757762,0.7936768967595824
B_GCN_seed3,B,nan,0.11069734645312335,1.7544874767506726,0.7964750248082255,0.8041248573763383
B_GCN_seed4,B,nan,0.0982734231588372,1.8205818368273465,0.7849463356995547,0.7869029785650026
B_GCN_seed5,B,nan,0.08717825877541632,1.5991313923091188,0.7702001572007858,0.7691161422904675
B_GCN_seed6,B,nan,0.09218374654077754,1.8457509940561614,0.7774401404467455,0.7814054391641194
B_GCN_seed7,B,nan,0.10789892202239693,2.1572901396903976,0.7889621025157446,0.7959252504327148
B_GCN_seed8,B,nan,0.09174155531753381,1.7617230277595266,0.7725906396156094,0.7748789901779882
B_GCN_seed9,B,nan,0.09671337550520724,1.7638350055535295,0.7785268198368183,0.7828452641126883
B_Stable-Tail-GNN_seed0,B,nan,0.08486919173270822,1.6356828799011303,0.7596750001593948,0.7566510668763341
B_Stable-Tail-GNN_seed1,B,nan,0.08990314792393336,1.7574442778919461,0.7719782670451496,0.7711536265310696
B_Stable-Tail-GNN_seed2,B,nan,0.09685206911741899,1.6401792997829667,0.7835007289828184,0.7887762225977079
B_Stable-Tail-GNN_seed3,B,nan,0.08981977972822741,1.6699546994907366,0.7683997765351751,0.7708486315131864
B_Stable-Tail-GNN_seed4,B,nan,0.09535659024471681,1.7112302283104934,0.775944035208151,0.7805348056000829
B_Stable-Tail-GNN_seed5,B,nan,0.09000450061124562,1.7746600949568196,0.7734430648422047,0.776100516602111
B_Stable-Tail-GNN_seed6,B,nan,0.09050913581898698,1.6926251355593913,0.7759033242126228,0.7812434074078327
B_Stable-Tail-GNN_seed7,B,nan,0.09108427588065032,1.6283579577809817,0.7649053226377346,0.7668870429821617
B_Stable-Tail-GNN_seed8,B,nan,0.09682596869826063,1.6889726187271783,0.7772033742371391,0.7818904923241966
B_Stable-Tail-GNN_seed9,B,nan,0.07836125351965231,1.59843735202258,0.7510864159754325,0.7448899811116705
B_TEG-low_seed0,B,nan,0.0893184426208185,1.5651464352229323,0.7676230427646882,0.7682818542040195
B_TEG-low_seed1,B,nan,0.09862924150985111,1.829426700849425,0.7841210645837074,0.7937501321898883
B_TEG-low_seed2,B,nan,0.10519338055336924,1.7612770024024378,0.7912740232752418,0.7971945223152108
