P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,432,706,261,71,22,38,0
2,0,304,589,333,148,80,75,0
3,0,229,573,400,165,104,59,0
4,0,213,639,310,158,166,43,0
5,0,264,597,351,125,137,55,0
