rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,4389,8,8,7.900802135467529,0.9858288764953613,0.9936791062355042
2,3777,7,8,7.7929606437683105,0.9704229235649109,0.997039794921875
3,1956,0,8,7.568363189697266,0.9383376240730286,0.9586821794509888
4,1957,0,8,7.441462516784668,0.9202089309692383,0.9336819648742676
5,4145,8,8,7.3543829917907715,0.9077690243721008,0.9256458282470703
6,4315,8,8,7.340085506439209,0.9057264924049377,0.8927007913589478
7,2794,0,7,7.094510555267334,0.8706443905830383,0.9966630339622498
8,4485,7,7,6.960830211639404,0.8515471816062927,0.9932715892791748
9,3493,7,7,6.757447719573975,0.8224925398826599,0.9348426461219788
10,3651,7,7,6.639510631561279,0.8056443929672241,0.9127016663551331
11,5150,7,7,6.5862884521484375,0.7980412244796753,0.8308782577514648
12,3484,0,7,6.522542476654053,0.7889346480369568,0.8755694031715393
13,4410,1,7,6.438231468200684,0.776890218257904,0.8326277732849121
14,3604,7,7,6.270752906799316,0.7529646754264832,0.8383553624153137
15,3593,0,7,6.235839366912842,0.747977077960968,0.7999129295349121
16,3477,0,7,6.192138671875,0.7417340874671936,0.7934891581535339
17,3794,7,7,5.990016937255859,0.712859570980072,0.7130739688873291
18,3458,7,7,5.969280242919922,0.7098971605300903,0.802066445350647
19,3507,6,6,5.955148220062256,0.7078782916069031,0.9478098750114441
20,5028,0,8,5.926245212554932,0.7037492990493774,0.6695325374603271
