rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1288,3475,3491,0.9472721219062805,1.0,7.630904674530029,5,8,40
2,5170,3300,4627,0.8691757917404175,1.0,7.084230422973633,5,8,40
3,2930,3244,3300,0.8691757917404175,1.0,7.084230422973633,5,8,40
4,1009,3198,3771,0.8651963472366333,1.0,7.056374549865723,5,8,40
5,1048,3198,3693,0.8651963472366333,1.0,7.056374549865723,5,8,40
6,3636,3335,3804,0.8632892966270447,1.0,7.043025016784668,5,8,40
7,2115,3116,3335,0.8632892966270447,1.0,7.043025016784668,5,8,40
8,2177,3335,4325,0.8632892966270447,1.0,7.043025016784668,5,8,40
9,2174,3335,3866,0.8632892966270447,1.0,7.043025016784668,5,8,40
10,3173,3335,3861,0.8632892966270447,1.0,7.043025016784668,5,8,40
11,1082,3100,4381,0.8629297018051147,1.0,7.040507793426514,5,8,40
12,1069,3100,3698,0.8629297018051147,1.0,7.040507793426514,5,8,40
13,1001,3100,3771,0.8629297018051147,1.0,7.040507793426514,5,8,40
14,999,3100,3684,0.8629297018051147,1.0,7.040507793426514,5,8,40
15,4647,3100,4199,0.8629297018051147,1.0,7.040507793426514,5,8,40
16,1002,3100,3685,0.8629297018051147,1.0,7.040507793426514,5,8,40
17,2861,3448,3858,0.8588298559188843,1.0,7.0118088722229,5,8,40
18,3724,3448,4271,0.8588298559188843,1.0,7.0118088722229,5,8,40
19,3726,3448,4028,0.8588298559188843,1.0,7.0118088722229,5,8,40
20,2864,3448,4503,0.8588298559188843,1.0,7.0118088722229,5,8,40
