P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,519,390,104,99,65,70,74
2,0,587,239,105,88,68,89,145
3,0,585,249,110,76,109,101,90
4,0,507,290,102,91,116,128,87
5,0,510,364,97,88,73,76,112
