rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,2843,3221,4173,1.0,1.0,4.546630859375,5,5,25
2,2861,3448,3858,1.0,1.0,5.312647342681885,5,6,30
3,1069,3100,3698,1.0,1.0,6.545449256896973,5,7,35
4,1237,3649,3727,1.0,1.0,5.754716873168945,5,6,30
5,2872,3347,3448,1.0,1.0,5.312647342681885,5,6,30
6,2864,3448,4503,1.0,1.0,5.312647342681885,5,6,30
7,1048,3198,3693,1.0,1.0,5.455846309661865,5,6,30
8,1288,3475,3491,1.0,1.0,6.002638816833496,5,7,35
9,999,3100,3684,1.0,1.0,6.545449256896973,5,7,35
10,1001,3100,3771,1.0,1.0,6.545449256896973,5,7,35
11,1082,3100,4381,1.0,1.0,6.545449256896973,5,7,35
12,5682,3660,4655,1.0,1.0,5.246787071228027,5,6,30
13,1009,3198,3771,1.0,1.0,5.455846309661865,5,6,30
14,1002,3100,3685,1.0,1.0,6.545449256896973,5,7,35
15,4053,4357,4562,1.0,1.0,6.226620674133301,5,7,35
16,4055,4357,4563,1.0,1.0,6.226620674133301,5,7,35
17,3726,3448,4028,1.0,1.0,5.312647342681885,5,6,30
18,4056,3520,4106,1.0,1.0,4.917756080627441,5,5,25
19,3724,3448,4271,1.0,1.0,5.312647342681885,5,6,30
20,4232,3225,4086,1.0,1.0,6.65703010559082,5,7,35
