delta,seeds,risk_mean_mean,risk_mean_std,risk_p50_mean,risk_p50_std,risk_p75_mean,risk_p75_std,risk_p90_mean,risk_p90_std,risk_p95_mean,risk_p95_std,risk_p99_mean,risk_p99_std,risk_max_mean,risk_max_std,tail_gap_mean,passes_distribution_gate
0.15,10,0.016800003447512053,0.0015050291141046539,0.0017114172502009882,0.00016395605944837815,0.00382943842110435,0.00046145900148869003,0.008471173488226121,0.00036895371437905026,0.06566795521070294,0.00563879878452739,0.4263377117437234,0.02090304898167422,0.8881766186475047,0.01614674579676028,0.36066975653302047,False
0.25,10,0.017305279267389954,0.0015397759528389967,0.0017802874651307134,0.00017436149208091808,0.0039985451194829436,0.00047453154946481093,0.008630293576584187,0.000348001604609489,0.06757502111791064,0.006046688910486799,0.4354461647131192,0.02046017176922094,0.901124774635077,0.014233460303405667,0.36787114359520856,False
0.35,10,0.017810666349352296,0.0015751268439176303,0.0018523825421802127,0.00018541413612683608,0.004170831904511823,0.0004884871330449853,0.008789401012882614,0.0003272025088692936,0.06970920221186172,0.006738934759304842,0.44395984091013196,0.02014895682974497,0.9140729306226494,0.012323287237826254,0.37425063869827024,False
