P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,742,261,90,112,28,66,22
2,0,663,220,108,114,49,85,82
3,0,574,281,131,156,69,58,51
4,0,604,240,140,138,39,125,35
5,0,623,305,122,86,38,91,55
