P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,890,307,134,112,18,61,8
2,0,782,269,135,101,74,115,53
3,0,673,307,210,118,88,99,35
4,0,643,305,171,140,115,104,51
5,0,731,325,153,92,79,123,26
