P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,601,528,210,68,36,11,76
2,0,677,330,175,93,43,60,151
3,0,588,366,203,132,40,84,117
4,0,537,369,194,102,38,131,158
5,0,496,456,243,58,44,87,145
