P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,510,734,186,30,19,48,3
2,0,496,505,262,117,30,74,45
3,0,375,572,316,139,38,68,22
4,0,396,533,266,164,60,87,23
5,0,357,661,251,96,39,106,19
