split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece
data_2020_train,0.4663194983818531,0.7461235182689662,0.6606209701236209,0.7265605027390425,0.8,0.7619047619047619,0.8696396834049366,0.2,0.2894972264766693,0.06497301243085565
data_2021_train,0.4941335978835979,0.7761955868205868,0.47104928473914226,0.8475065303126014,0.9,0.9473684210526315,0.980365822911926,0.1,0.2303013801574707,0.06510949397290294
data_2021_val,0.42321428571428577,0.653968253968254,0.9424411223179403,0.6394756008739986,0.6,1.0,0.797037037037037,0.4,0.4817406237125397,0.14553110334608288
data_2021_test,0.30688522706654364,0.6304118184291617,1.1056103862511224,0.2718725039465161,0.2692307692307692,0.5833333333333334,0.3962169662101656,0.7307692307692307,0.4514918923377991,0.06322041912390307
