split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece
data_2020_train,0.1995953423894826,0.5654955622921485,1.284736806532666,0.22887807719845732,0.225,0.5,0.49225709066127327,0.775,0.5039450526237488,0.10628122105518788
data_2021_train,0.2567365458799722,0.56043495570388,1.2790757329162157,0.4265294848777793,0.45,0.5,0.4602756433887688,0.55,0.5206118226051331,0.09358790042725476
data_2021_val,0.1966991341991342,0.5441558441558442,1.468889305172612,0.5307612095933263,0.6,0.6,0.4859307359307359,0.4,0.5784609317779541,0.18508610791630212
data_2021_test,0.1519280798925814,0.4864793040774914,1.506787679059827,0.11884178553314684,0.15384615384615385,0.23529411764705882,0.2629044109607951,0.8461538461538461,0.6014188528060913,0.07957992333549632
