model,split,seed,epochs,best_epoch,experiment_tag,alpha_ord,alpha_hr,alpha_topk,lambda_nll,lambda_var,gamma_unc,topk_frac,stage1_epochs,checkpoint_selection,gate_normalized,feature_standardization,edge_normalization,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece
gcn_teg_concat,B,0,50,50,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2020_train,0.4803886975743118,0.7543553248462137,0.6563050645008928,0.7773327891025794,0.85,0.7727272727272727,0.8855952628745113,0.15,0.29022058844566345,0.07796199289028284
gcn_teg_concat,B,0,50,50,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_train,0.49950832213763247,0.7923505798015985,0.45593350671826316,0.8840800636267232,0.95,0.9047619047619048,0.9852832839674945,0.05,0.2224300503730774,0.08367732099511407
gcn_teg_concat,B,0,50,50,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_val,0.42802419354838706,0.6478494623655913,1.0043709925699604,0.6221272834413671,0.6,1.0,0.7768115942028986,0.4,0.4900303781032562,0.14652230110433365
gcn_teg_concat,B,0,50,50,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_test,0.31813923309436765,0.6420131283541054,1.1222502618912624,0.27279306720705865,0.2692307692307692,0.5833333333333334,0.36941833476616925,0.7307692307692307,0.45640236139297485,0.08825157126327896
gcn_teg_concat,B,1,50,41,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2020_train,0.3767368140315814,0.6844075335045453,0.921449631011112,0.641429510753381,0.675,0.6428571428571429,0.7651798213123603,0.325,0.3872884511947632,0.09481465290156069
gcn_teg_concat,B,1,50,41,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_train,0.3952805743171488,0.6880482697498754,0.7346096855966248,0.6229483827528615,0.65,0.7222222222222222,0.8503076369480542,0.35,0.3250614404678345,0.08853547825393351
gcn_teg_concat,B,1,50,41,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_val,0.24305555555555555,0.6185185185185185,1.2767242963310201,0.564688260625351,0.6,0.5,0.497816091954023,0.4,0.47959089279174805,0.16414462592866685
gcn_teg_concat,B,1,50,41,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_test,0.24555329355001945,0.5839529079313327,1.330464155732461,0.2644072424444104,0.23076923076923078,0.35294117647058826,0.32508493655442705,0.7692307692307693,0.5295990705490112,0.09994782802757916
gcn_teg_concat,B,2,50,47,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2020_train,0.4529117406310389,0.7161798205888144,0.8425156897212912,0.6627941734994287,0.725,0.6590909090909091,0.729114168210209,0.275,0.34927812218666077,0.08430599056735527
gcn_teg_concat,B,2,50,47,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_train,0.511281176629278,0.7260854196628075,0.5815313635491355,0.7872700991875592,0.85,0.85,0.9250646630058394,0.15,0.2930464446544647,0.1117036183449355
gcn_teg_concat,B,2,50,47,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_val,0.25625,0.6411111111111112,1.469848394041853,0.032369942196531776,0.0,0.0,0.1492857142857143,1.0,0.5273216962814331,0.16857722401618955
gcn_teg_concat,B,2,50,47,st_v2_3seed,0.3,0.5,0.1,0.0,0.0,0.5,0.2,0,best,True,False,per_year,data_2021_test,0.28507646700731154,0.6353814384414139,1.1804730584562002,0.3349391986178485,0.3076923076923077,0.4444444444444444,0.3804662997734411,0.6923076923076923,0.4650297462940216,0.061914463972186175
