P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,4,477,484,156,92,18,16,74
2,0,648,318,124,33,38,31,129
3,0,642,358,103,80,49,18,70
4,2,650,341,93,46,58,44,87
5,0,478,410,186,72,54,21,99
