P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,548,578,224,63,43,21,52
2,1,790,350,88,72,102,79,47
3,1,763,394,95,91,85,69,32
4,2,701,424,93,122,69,81,37
5,3,545,492,212,92,60,55,70
