P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,289,541,312,87,16,76,0
2,0,356,412,288,83,49,132,1
3,0,232,421,402,145,46,74,0
4,0,220,440,395,96,80,90,0
5,0,214,521,338,96,48,103,0
