P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,698,250,100,77,61,38,97
2,0,639,214,85,82,85,39,177
3,0,536,256,124,92,108,88,116
4,0,585,188,142,114,77,53,162
5,0,574,285,134,68,64,39,156
