P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,742,232,122,49,38,85,53
2,0,658,150,98,67,71,156,121
3,0,630,208,106,75,67,148,86
4,0,617,183,96,42,62,208,113
5,0,703,199,103,63,30,118,104
