P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,809,240,72,142,52,6,0
2,0,810,212,79,102,102,16,0
3,0,763,226,89,158,73,11,0
4,0,808,218,89,148,51,7,0
5,0,698,281,118,127,75,21,0
